iso3,Year,biogeo_twh,elect_twh,hydro_twh,ren_power_twh,solar_twh,wind_twh,renewable_share,CO2,Population,GDP,GDP_per_capita
IRL,2023,0.830855,31.852979,0.942751,13.340689,0.646482,11.863352,0.4484177131438789,33.5679,5307600.0,551394889339.778,103887.800388081
IRL,2024,0.803864798,31.55641296,0.768810016,13.54625326,1.122379351,11.62000911,0.4536340456104869,33.3106,5380257.0,577389475009.922,107316.337306921
IRN,2010,0.0102,235.681,10.252,0.1799,0.0007,0.169,0.0442627958978449,561.4961,77420842.0,487069570461.36,6291.19443652344
IRN,2011,0.022,235.588,10.684,0.2347,0.0007,0.212,0.0463465881114487,576.3657,78383598.0,629082257472.368,8025.68743364356
IRN,2012,0.0226,248.756,12.502,0.3063,0.0007,0.283,0.0514894113106819,599.2783,79370580.0,644019315003.54,8114.08099831877
IRN,2013,0.0193,258.852,14.624,0.239,0.0007,0.219,0.0574189111924961,609.9965,80414686.0,500399839839.877,6222.74194840326
IRN,2014,0.0466,275.628,14.504,0.2473,0.0007,0.2,0.0535188732639644,644.2276,81502045.0,462284793280.825,5672.06372896319
IRN,2015,0.0163,280.238,13.252,0.1588,0.0015,0.141,0.047855037503836,641.9587,82619362.0,409191686496.677,4952.73355532178
IRN,2016,0.0218,286.143,15.422,0.1828,0.005,0.156,0.0545349702770992,644.6806,83812228.0,459042684192.698,5477.03712389913
IRN,2017,0.02444,305.164,17.232,0.428245,0.085805,0.318,0.0578713249269245,696.4075,85026754.0,489168731811.147,5753.11544659399
IRN,2018,0.02444,312.35,9.838,0.996256,0.221816,0.75,0.0346862686089322,664.5232,86117998.0,398880231367.268,4631.78709016514
IRN,2019,0.010686,318.885,33.865,1.243159,0.510473,0.722,0.110096614767079,727.2686,87051648.0,333519146339.191,3831.27894763337
IRN,2020,0.022342,337.219,23.205,1.73221,0.583868,1.126,0.0739495995184138,745.5958,87723443.0,262186179355.944,2988.78122414716
IRN,2021,0.022341,356.412,13.827,1.772626704,0.619635,1.130650704,0.0437685226760041,779.5253,88455488.0,383436202446.695,4334.79268631354
IRN,2022,0.022341,367.073,14.004,1.772626704,0.619635,1.130650704,0.0429795345993848,767.1785,89524246.0,394362621793.035,4405.09291519791
IRN,2023,0.022341,382.017902,22.81529137,1.912231425,0.683565468,1.206324957,0.0647287016277054,789.6758,90608707.0,404625655076.275,4465.63766853306
IRN,2024,0.034380088,395.7856924,18.8732515,2.182237113,0.900402305,1.24745472,0.0531992161852084,792.6312,91567738.0,436906331671.859,4771.40029026226
IRQ,2010,0.0,41.702884,3.615072,0.0,0.0,0.0,0.086686378812554,113.9834,31045366.0,138516722649.573,4461.75196161555
IRQ,2011,0.0,42.221572,3.399509,0.0,0.0,0.0,0.0805159267873777,123.5256,32161424.0,185749664444.444,5775.54229080293
IRQ,2012,0.0,47.76809,4.396909,0.0,0.0,0.0,0.0920469920400836,134.0395,33654842.0,218002476129.472,6477.59618450955
IRQ,2013,0.0,62.108842,4.608721,0.0463,0.0463,0.0,0.0749494089746513,141.7044,35281989.0,234637675128.645,6650.35282247395
IRQ,2014,0.0,71.172908,2.835202,0.0573,0.0573,0.0,0.0406404920254206,137.5127,36550059.0,228415656174.957,6249.39226978969
IRQ,2015,0.0,75.323535,2.546137,0.057305,0.057305,0.0,0.0345634601456238,142.53,37560535.0,166774104959.102,4440.14189252367
IRQ,2016,0.0,86.317051,3.371234,0.057305,0.057305,0.0,0.0397202981366914,153.1321,38469627.0,166743557747.671,4334.42096404188
IRQ,2017,0.0,93.573771,2.176083,0.057305,0.057305,0.0,0.0238676712088476,167.4723,39337353.0,187217660050.676,4759.2846435467
IRQ,2018,0.0,99.003429,1.817702,0.376545,0.376545,0.0,0.0221633434534878,186.1564,40265624.0,227367469034.031,5646.68932074742
IRQ,2019,0.0,115.211044,4.963264,0.376545,0.376545,0.0,0.0463480653816486,191.7776,41192171.0,233636097800.338,5671.8568632942
IRQ,2020,0.0,116.7940806,4.161628,0.37757663,0.37757663,0.0,0.0388650230104213,172.098,42116605.0,180898797516.874,4295.18945121228
IRQ,2021,0.0,118.052773,3.345781,0.376545,0.376545,0.0,0.0315310340062914,193.1152,43071211.0,209691945713.103,4868.49431080783
IRQ,2022,0.0,131.308207,2.650656,0.376545,0.376545,0.0,0.0230541644666582,217.6439,44070551.0,287372232137.931,6520.73154560584
IRQ,2023,0.0,147.069186,1.382999,0.376545,0.376545,0.0,0.0119640561551758,227.9097,45074049.0,268881051643.549,5965.31835077761
IRQ,2024,0.0,169.4573369,1.386788038,0.37757663,0.37757663,0.0,0.0104118517396575,233.6355,46042015.0,279641257615.385,6073.61032342708
ISL,2010,4.465322569,17.05909336,12.59208193,4.465322569,0.0,0.0,0.9999009993694062,3.6266,318041.0,13751161917.7398,43237.0729488958
ISL,2011,4.70146301,17.21041341,12.50683882,4.701470946,0.0,7.936e-06,0.9998777691186208,3.5035,319014.0,15221622925.9319,47714.5922308485
ISL,2012,5.20950492,17.54890836,12.33652983,5.20950492,0.0,0.0,0.999836251353016,3.4992,320716.0,14751508133.5443,45995.5478789467
ISL,2013,5.244991925,18.11609902,12.86284349,5.250476673,0.0,0.005484748,0.9998466084228764,3.4888,323764.0,16125060515.3117,49804.9829978371
ISL,2014,5.238364799,18.12220518,12.87301494,5.246750344,0.0,0.008385545,0.9998653642878574,3.4453,327386.0,17867662177.8911,54576.7448146565
ISL,2015,5.00298221,18.79857039,13.7807698,5.013876414,0.0,0.010894204,0.999791251360152,3.541,330815.0,17517210519.0912,52951.6815110898
ISL,2016,5.067279583,18.54876846,13.4695961,5.076489361,0.0,0.009209778,0.9998553543322412,3.4937,335439.0,20793168030.9524,61987.9263620283
ISL,2017,5.169598667,19.23853315,14.05872224,5.177725551,0.0,0.008126884,0.9998916050936036,3.6109,343400.0,24728285177.4603,72010.1490316258
ISL,2018,6.009834,19.828868,13.812796,6.014197,0.0,0.004363,0.9999054408955672,3.6654,352721.0,26260850582.0687,74452.1890731447
ISL,2019,6.018138296,19.48883512,13.46146593,6.024707487,0.0,0.006569191,0.9998634242127036,3.5526,360563.0,24681343649.2952,68452.23622306
ISL,2020,5.960602194,19.12730168,13.15697225,5.967262494,0.0,0.0066603,0.9998396566305424,3.3389,366463.0,21629953194.0659,59023.5663465778
ISL,2021,5.8016,19.614,13.804,5.807687,0.0,0.006087,0.999882074028755,3.4906,372520.0,25770339317.3897,69178.4046960961
ISL,2022,5.916097,20.120517,14.195721,5.921852,6e-06,0.005749,0.9998536816921751,3.5977,382003.0,28696453180.1657,75121.0152280628
ISL,2023,6.006219,20.24365,14.225992,6.013456,9e-06,0.007228,0.9997924287369124,3.5082,393349.0,31452223861.9091,79960.0961535662
ISL,2024,5.966054972,19.56148838,13.58024011,5.978401973,8e-06,0.012339,0.9998544948653852,3.803,404610.0,33462807982.85,82703.8579937471
ISR,2010,0.061,58.486,0.031,0.139,0.07,0.008,0.0029066785213555,68.2869,7623600.0,239679036634.372,31439.0887027614
ISR,2011,0.073,59.2767,0.029,0.272,0.192,0.007,0.0050778805162905,68.5947,7765800.0,268094998225.028,34522.5215979073
ISR,2012,0.076,62.9655,0.033,0.451,0.369,0.006,0.0076867490927571,74.7812,7910500.0,263589172712.391,33321.4300881602
ISR,2013,0.043,61.3589,0.0277,0.5339,0.4849,0.006,0.0091527064533425,63.0953,8059500.0,298478070673.058,37034.3161080785
ISR,2014,0.0621,61.3303,0.0127,0.9439,0.8404,0.0414,0.0155975105290533,60.2788,8215700.0,315017088116.716,38343.3046626235
ISR,2015,0.0703,64.3307,0.0245,1.2931,1.2162,0.0066,0.0204816673843126,62.9356,8380100.0,303469434072.296,36213.1041481958
ISR,2016,0.122,67.3643,0.02538,1.78752,1.6355,0.03002,0.0269118806251976,61.1644,8546000.0,321940971558.016,37671.5389138798
ISR,2017,0.124941,67.7115,0.024656,1.798344,1.643,0.030403,0.0269230485220383,58.8491,8713300.0,358451839052.991,41138.470964272
ISR,2018,0.124941,69.2799,0.0229872,1.9933128,1.828,0.0403718,0.02910367942217,59.9859,8882800.0,376299083108.497,42362.6652754196
ISR,2019,0.106952,72.3771,0.02204464,3.28285536,3.1145,0.06140336,0.0456622329438455,58.9502,9054000.0,400645216358.857,44250.6313628073
ISR,2020,0.117306,72.7603,0.023913568,4.342686432,4.163,0.062380432,0.0600134963709605,59.2854,9215100.0,410768352657.612,44575.5719045492
ISR,2021,0.103054,73.7881,0.023796282,5.497003718,5.3507,0.043249718,0.0748196524913908,58.9501,9371400.0,489851549972.347,52270.9040241956
ISR,2022,0.111215,75.9845,0.023479538,6.384781462,6.0836,0.189966462,0.084336423875922,62.2673,9557500.0,525181008025.57,54949.621556429
ISR,2023,0.111215,76.5865,0.023244246,8.718055754,8.2111,0.395740754,0.114136303395507,55.382,9849000.0,512184638998.974,52003.7200729997
ISR,2024,0.111519699,80.5685567,0.023295655,10.65201574,10.14367107,0.396824976,0.1324997223761859,52.6371,9974400.0,540379921261.681,54176.6844383302
ITA,2010,14.816,302.0622,51.117,25.8476,1.9057,9.1259,0.2547971907772637,435.672,59819407.0,2144936254535.0,35856.8625485539
ITA,2011,16.4867,302.5699,45.823,37.1388,10.7957,9.8564,0.274190525891703,423.8971,60026841.0,2306974020278.21,38432.3742820019
ITA,2012,18.0786,299.2759,41.875,50.3474,18.8617,13.4071,0.3081517756692069,403.4435,60191247.0,2097929495121.68,34854.3949441965
ITA,2013,22.7493,289.8032,52.774,59.2349,21.5886,14.897,0.3864998730172752,369.4605,60311613.0,2153225581941.46,35701.6746002376
ITA,2014,24.6487,279.8285,58.545,62.1334,22.3064,15.1783,0.4312584315035817,349.3889,60320707.0,2173255507985.84,36028.3494022349
ITA,2015,25.5807,282.994,45.5375,63.3668,22.9422,14.8439,0.3848290069754129,361.2437,60229605.0,1845428048839.1,30639.8829751432
ITA,2016,25.7972,289.7682,42.432,65.5902,22.1043,17.6887,0.3727883183869037,358.1331,60115223.0,1887111188176.93,31391.5692898108
ITA,2017,25.5794,295.83,36.19874,67.699,24.3777,17.7419,0.3512075854375824,352.6662,60002252.0,1970720904584.71,32844.115660604
ITA,2018,25.258,289.7084,48.8248,65.6282,22.6538,17.7164,0.395062759657642,349.0483,60148658.0,2099435266458.67,34904.1081923834
ITA,2019,25.6375,293.8532,46.3565,69.5284,23.6889,20.202,0.3943632398762375,339.6379,59729081.0,2019606796583.53,33812.788724868
ITA,2020,25.6599,280.531,47.63382431,69.363,24.9415,18.7616,0.4170548863049003,302.6001,59438851.0,1907481094079.23,32091.4866621366
ITA,2021,24.9846,289.0695,45.3882,70.9509,25.039,20.9273,0.402460653925786,335.9304,59133173.0,2179207773596.09,36852.5425414951
ITA,2022,23.4528,283.953,28.3976,72.0685,28.1215,20.4942,0.3538124267044194,340.1147,59013667.0,2104067630319.46,35653.9042103495
ITA,2023,21.7098,264.7081,40.5173,76.0614,30.7111,23.6405,0.4404047326092401,312.2907,58993475.0,2304605139862.79,39065.4244365633
ITA,2024,19.55197743,272.3668517,55.21527939,78.07244041,36.20085342,22.31960957,0.4893683609737153,301.9297,58986023.0,2372774547793.12,40226.0472416173
JPN,2010,21.827083,1156.023,88.50272695,29.73419081,3.98137875,3.925729063,0.1022790357631292,1211.0903,128070000.0,5759071769013.11,44968.1562349739
JPN,2011,21.105194,1104.183,82.48676065,31.003385,5.43915,4.459041,0.1027820077378477,1261.1806,127833000.0,6233147172341.35,48760.0789494211
JPN,2012,22.1299815,1106.879941,77.09999027,34.22930126,7.371902764,4.727417,0.1005793739738572,1302.1125,127629000.0,6272362996105.03,49145.2804308193
JPN,2013,23.17670147,1087.759547,79.33157053,41.21865205,12.90878151,5.133169068,0.1108243296162952,1311.8756,127445000.0,5212328181166.18,40898.6478964744
JPN,2014,23.62768075,1062.72882,81.70857804,52.18981861,23.54816625,5.01397161,0.1259948861177962,1260.2724,127276000.0,4896994405353.29,38475.3952461838
JPN,2015,28.48517469,1030.11431,85.76511581,68.24815322,34.54017195,5.222806579,0.1495108528586502,1219.9825,127141000.0,4444930651964.18,34960.6393843385
JPN,2016,23.67085294,1063.69422,79.42587496,72.33731468,43.32569293,5.340768811,0.1426755798673043,1199.933,127076000.0,5003677627544.24,39375.4731620781
JPN,2017,23.80476133,1076.876702,79.24342879,84.06714961,54.0408439,6.221544379,0.1516520675920426,1184.3917,126972000.0,4930837369151.42,38834.0529341227
JPN,2018,25.74760489,1082.912307,80.99740321,94.33719791,61.22220953,7.367383488,0.1619102488600676,1138.5498,126811000.0,5040880939324.86,39751.1330982711
JPN,2019,27.59710656,1047.388968,73.91935442,102.481561,67.42931874,7.455135673,0.1684196805670383,1102.063,126633000.0,5117993853016.51,40415.9567649547
JPN,2020,30.37304251,1011.027907,78.33217602,114.6989662,75.92076601,8.405157656,0.1909256321052273,1037.2846,126261000.0,5054068005376.28,40028.7341726762
JPN,2021,34.79403484,1034.661718,79.62623723,128.5119832,84.18171598,9.536232423,0.2011654793146604,1058.5019,125681593.0,5039148168861.22,40094.5599795288
JPN,2022,37.82990887,1040.563921,74.86830105,138.3162138,91.07080733,9.41549756,0.204874021237567,1029.6449,125124989.0,4262463317796.53,34065.6438962526
JPN,2023,42.0133693,1006.729618,74.5312071,148.3308543,96.36073529,9.956749695,0.2213723103157972,986.9101,124516650.0,4213167237905.83,33836.1756271617
JPN,2024,45.41788921,1016.388726,79.44915519,153.6607928,96.70302686,11.53987671,0.2293511744344161,961.8673,123975371.0,4026210821146.81,32475.8924992191
KAZ,2010,0.0,82.6464953,8.022023,0.0,0.0,0.0,0.0970642853139835,248.0928,16836810.0,148047348240.643,8793.07589980782
KAZ,2011,0.0,86.5855045,7.8833227,0.000147,0.0,0.000147,0.0910483775029572,238.157,17066002.0,192626464617.071,11287.1464926039
KAZ,2012,0.0,90.6138942,7.6372659,0.002686,2.1e-05,0.002665,0.0843132498327171,245.2629,17306106.0,207998568865.789,12018.7966527993
KAZ,2013,0.0,92.6157201,7.7307629,0.0053361,0.0007874,0.0045487,0.0835290055688937,253.5327,17556502.0,236634603409.089,13478.459627612
KAZ,2014,0.0,94.6432429,8.2628309,0.0145042,0.001239,0.0132652,0.0874582785455252,299.1373,17816285.0,221415613595.469,12427.7094576939
KAZ,2015,0.000476,91.6451167,9.2691904,0.1783693,0.046171,0.1317223,0.1030885227734125,303.0523,18084169.0,184388404706.042,10196.1226255982
KAZ,2016,0.00186,94.642384,11.6207639,0.3652459,0.0884031,0.2749828,0.1266452649798001,301.7388,18363600.0,137278320084.171,7475.56688689424
KAZ,2017,0.0021442,103.1279558,11.2101847,0.4345534,0.0926455,0.3397637,0.1129154360684031,317.7204,18651931.0,166805788827.233,8943.08416791984
KAZ,2018,0.0024284,107.2688078,10.376336,0.5290071,0.1412636,0.3853151,0.1016636925837074,329.5721,18932727.0,179339977690.485,9472.48527327758
KAZ,2019,0.0049671,106.483161,9.9936588,1.1033214,0.3912209,0.7071334,0.1042134746544573,296.0396,19209555.0,181667184854.501,9457.12614657136
KAZ,2020,0.0065268,108.6284069,9.6596461,2.272658,1.2374698,1.0286614,0.1098451541407996,281.7892,19482117.0,171082365861.423,8781.50797787648
KAZ,2021,0.0025643,115.0792111,9.2084685,3.3782985,1.6290695,1.7466647,0.109374811312032,244.9037,19743603.0,197112255360.612,9983.60103576902
KAZ,2022,0.0029497,113.4531695,9.2011934,4.0872476,1.7724579,2.31184,0.1171271023856235,274.3456,20034609.0,225496328925.494,11255.3396437881
KAZ,2023,0.0051483,113.5854688,8.800493,5.6569216,1.8722122,3.7795611,0.1272822549639377,286.1749,20330104.0,261840101059.923,12879.4275257974
KAZ,2024,0.001735567,118.5217329,11.25392587,6.786064256,1.87195257,4.912376118,0.1522082885948084,287.006,20592571.0,288406138230.669,14005.3487362345
KOR,2010,0.417752,495.028363,3.681969249,2.008130388,0.77342476,0.816953628,0.011494492159028,594.3391,49554112.0,1143672241149.72,23079.2601257735
KOR,2011,1.019344661,518.1678158,4.597667427,2.804988962,0.922755045,0.862889256,0.014286214163207,623.4428,49936638.0,1253289537500.81,25097.595426845
KOR,2012,2.156258322,531.2018659,3.969038233,4.196128101,1.127096639,0.91277314,0.0153711175697133,627.943,50199853.0,1278046536287.01,25459.1689000965
KOR,2013,3.120961322,537.169276,4.289267433,5.936813898,1.667641164,1.148211412,0.0190369810558562,634.5807,50428893.0,1370632955321.2,27179.5170146052
KOR,2014,6.301322822,540.3787987,2.75141884,10.1412738,2.694350182,1.1456008,0.0238586204177813,629.3665,50746659.0,1484488526271.8,29252.9312377352
KOR,2015,7.479414075,547.8018027,2.145719306,13.05185164,4.2299462,1.342491367,0.0277428275538604,634.1773,51014947.0,1466038936206.43,28737.4391706499
KOR,2016,8.079599494,560.9845901,2.846275214,15.27895958,5.516146238,1.683213852,0.0323096839269132,637.9141,51217803.0,1499679823909.61,29280.4403170048
KOR,2017,9.610962211,576.4121267,2.808820481,19.51926375,7.739189176,2.169112364,0.0387363193741773,654.5373,51361911.0,1623074183501.9,31600.7358741365
KOR,2018,11.81451804,592.9046286,3.359417838,24.44701093,10.16751884,2.464974054,0.0468986535552237,670.1687,51585058.0,1725373496825.43,33447.1562836166
KOR,2019,13.35053948,586.8060038,2.788678802,30.22269828,14.19291129,2.679247517,0.0562560315815228,646.1023,51764822.0,1651422932447.77,31902.4169048194
KOR,2020,14.03380902,577.1119012,3.877229992,36.52172132,19.33796396,3.149948337,0.07000193762769,597.6343,51836239.0,1644312831906.17,31721.2989141857
KOR,2021,17.15258542,607.7679027,3.054501967,45.05022525,24.71762259,3.180017234,0.0791498317092683,616.075,51769539.0,1818432106880.04,35125.5224984723
KOR,2022,17.84791127,622.5851298,3.541178954,51.94362849,30.7262596,3.369457625,0.089120033210276,606.8773,51672569.0,1673916511799.71,32394.6833725203
KOR,2023,18.71608401,617.490666,3.716437252,55.34469584,33.2364469,3.392164926,0.0956470054431559,589.1785,51712619.0,1712792854202.37,33121.3712885508
KOR,2024,20.33990236,625.3876198,4.299263403,56.42796861,32.72386088,3.364205375,0.0971033485319403,583.6792,51751065.0,,
KWT,2010,0.0,57.083,,0.0,0.0,0.0,,89.721,2943372.0,115416245238.478,39212.2522190461
KWT,2011,0.0,57.489,,0.0,0.0,0.0,,87.1509,3132814.0,154039231299.128,49169.6063983139
KWT,2012,0.0,61.119,,0.0,0.0,0.0,,101.2006,3337109.0,174047662555.419,52155.2225460479
KWT,2013,0.0,60.9822,,0.000182,0.000182,0.0,,83.0467,3507844.0,174168116687.215,49651.0439709448
KWT,2014,0.0,65.1433,,0.003278,0.003278,0.0,,74.9937,3665876.0,162650450784.686,44368.781373043
KWT,2015,0.0,68.2931,,0.00509,0.00509,0.0,,93.3175,3834574.0,114585555830.916,29882.2126867068
KWT,2016,0.0,70.133814,,0.048814,0.048814,0.0,,104.0188,4004096.0,109406674087.947,27323.6890643847
KWT,2017,0.0,72.841214,,0.053214,0.051254,0.00196,,100.0104,4154812.0,120687539675.517,29047.6535822842
KWT,2018,0.0,74.158174,,0.055174,0.053214,0.00196,,102.453,4323515.0,138646316321.596,32067.9623689512
KWT,2019,0.0,75.13318,,0.06218,0.058538,0.003642,,104.6542,4442316.0,140856394870.02,31707.8737464917
KWT,2020,0.0,74.81935036,,0.063465378,0.058698378,0.004767,,90.1026,4400267.0,111045470461.207,25236.0755520534
KWT,2021,0.0,80.781,,0.212,0.17696,0.03504,,87.8689,4360865.0,148350671614.185,34018.6342879647
KWT,2022,0.0,83.544,,0.177,0.14196,0.03504,,115.8489,4589643.0,183502046669.15,39981.7690981957
KWT,2023,0.0,88.017474,,0.171521,0.136481,0.03504,,123.1687,4853420.0,165384407267.056,34075.8490439847
KWT,2024,0.0,89.499605,,0.162793,0.127657,0.035136,,129.5187,4973861.0,160227273001.348,32213.8622292316
LKA,2010,0.03251,10.80074,5.644559257,0.092866923,0.007195476,0.053161447,0.5312067673140914,12.6968,20879089.0,58636161081.712,2808.36779237408
LKA,2011,0.031626,11.59987,4.583891665,0.131960595,0.008714148,0.091620447,0.4065435440224761,14.4762,21009048.0,67753284043.9282,3224.95736331928
LKA,2012,0.022173,11.89762,3.302163522,0.178988567,0.01000782,0.146807747,0.2925923074530873,15.3894,21169458.0,70447216891.3366,3327.77612404326
LKA,2013,0.026389,12.02901,6.929242522,0.275353867,0.01438312,0.234581747,0.5989351067959874,14.1431,20585000.0,77000578167.353,3740.61589348326
LKA,2014,0.041393,12.86748,4.562648522,0.341930767,0.02808402,0.272453747,0.3811608247302502,17.076,20778000.0,82528535713.926,3971.91913148166
LKA,2015,0.05731,13.2255,5.97989,0.44924,0.04872,0.34321,0.4861162148879059,19.179,20970000.0,85090301052.0465,4057.7158346231
LKA,2016,0.07196,14.36132,4.23154,0.4998,0.08297,0.34487,0.3294502176680138,22.3392,21209000.0,88000211171.5956,4149.19190775593
LKA,2017,0.067,14.9837,4.03136,0.65842,0.22461,0.36681,0.3129921181016705,22.168,21453000.0,94369350285.5814,4398.88828068715
LKA,2018,0.0871,16.2166,6.41146,0.73472,0.32131,0.32631,0.4406706707941246,20.1368,21670000.0,94450015982.8405,4358.56095906047
LKA,2019,0.1175,16.8413,4.8119,0.9661,0.5004,0.3482,0.3430851537589141,21.1056,21803000.0,88998706296.5783,4081.94772722003
LKA,2020,0.0998,16.9169,4.9763,1.2692,0.8192,0.3502,0.3691870259917597,20.4124,21919000.0,84335574581.5072,3847.60137695639
LKA,2021,0.1628,17.9477,7.2266,1.8939,1.0777,0.6534,0.5081709634103534,20.8231,22156000.0,88556698937.7033,3996.96240014909
LKA,2022,0.10468479,17.41417957,6.872957872,2.264745972,1.421547361,0.738513821,0.5247277833141122,18.377,22181000.0,74143020262.8076,3342.63650253855
LKA,2023,0.113922025,16.84036313,5.859440035,2.598032889,1.701637887,0.782472977,0.5022144034966544,19.166,22037000.0,83716142582.1945,3798.89016573011
LKA,2024,0.11423414,18.9187257,6.95239922,3.481364722,2.582513844,0.784616739,0.5515045837363137,20.8255,21916000.0,98963185509.6499,4515.56787322732
LTU,2010,0.147,5.7486,0.54,0.371,0.0,0.224,0.1584733674285913,13.8019,3097282.0,36638128534.0643,11829.122609457
LTU,2011,0.157,4.8216,0.4799,0.6321,0.0001,0.475,0.2306288369006139,13.9596,3028115.0,43186501862.7907,14261.8433787325
LTU,2012,0.218,5.0424,0.4223,0.7604,0.0023,0.5401,0.2345510074567666,14.0541,2989139.0,42709372066.8627,14288.1853493139
LTU,2013,0.357,4.7615,0.5212,1.0045,0.0448,0.6027,0.3204242360600651,13.1482,2961250.0,46303660422.0434,15636.5252586048
LTU,2014,0.3998,4.3969,0.3982,1.1119,0.073,0.6391,0.3434465191384839,12.8458,2937253.0,48306546656.9281,16446.1647181663
LTU,2015,0.4465,4.9329,0.3496,1.3301,0.0733,0.8103,0.340509639360214,13.0452,2911109.0,41540954817.2039,14269.8039878287
LTU,2016,0.4393,4.2657,0.4539,1.6417,0.0665,1.1359,0.4912675528049324,13.1015,2877325.0,42970749245.0336,14934.2702840428
LTU,2017,0.5036,4.1872,0.6024,1.9354,0.068,1.3638,0.6060852120748949,13.2774,2842639.0,47756764508.446,16800.1510246099
LTU,2018,0.543,3.5111,0.431,1.7746,0.0866,1.145,0.628179203098744,13.4144,2819200.0,54261795148.5372,19247.2315367967
LTU,2019,0.5332,3.9716,0.3454,2.1237,0.0911,1.4994,0.6216889918420788,13.6473,2811089.0,55122066225.796,19608.7943945553
LTU,2020,0.5941,5.5175,0.3005,2.2746,0.1288,1.5517,0.4667149977344811,13.4996,2810369.0,57412038533.2718,20428.6478157394
LTU,2021,0.6855,5.0786,0.3837,2.238,0.1908,1.3617,0.5162249438821723,13.7781,2808380.0,67037321008.9679,23870.4594851722
LTU,2022,0.7082,4.7828,0.4644,2.5626,0.342,1.5124,0.6328928661035377,12.8951,2831639.0,71033884499.7824,25085.784063499
LTU,2023,0.7625,5.9786,0.4502,3.987,0.6884,2.5361,0.7421804435821094,12.5074,2871585.0,79789877416.1681,27786.0057829276
LTU,2024,0.745704846,7.806133495,0.434714212,5.638858055,1.384412638,3.508740571,0.7780512940100572,12.5415,2888055.0,84869215513.3648,29386.2878350187
LUX,2010,0.08414,4.591276,0.107661,0.160371,0.021148,0.055083,0.0583785422614541,11.1905,506953.0,56213985987.4168,110885.991378721
LUX,2011,0.092979,3.716293,0.063,0.182773,0.025744,0.06405,0.0661339135531025,11.0895,518347.0,61696281326.2453,119025.057203467
LUX,2012,0.094011,3.816973,0.098302,0.209754,0.038277,0.077466,0.0807068847487262,10.858,530946.0,59776383527.3602,112584.676270958
LUX,2013,0.094211,2.889128,0.119195,0.250976,0.073738,0.083027,0.1281255105346665,10.3234,543360.0,65203276466.9763,120000.140729859
LUX,2014,0.115225,2.964981,0.107788,0.289842,0.094741,0.079876,0.1341087851827718,9.8069,556319.0,68804811897.6445,123678.702143275
LUX,2015,0.125964,2.76608,0.099253,0.331533,0.103721,0.101848,0.155738807265155,9.334,569604.0,60071584216.1375,105462.012584423
LUX,2016,0.140018,2.19758,0.115411,0.341792,0.100288,0.101486,0.2080483986931078,9.0772,582014.0,62216885435.9488,106899.293549552
LUX,2017,0.171453,2.235141,0.085649,0.514739,0.108463,0.234823,0.26861303157161,9.251,596336.0,65712180342.9836,110193.213797228
LUX,2018,0.217172,2.199688,0.092778,0.590472,0.118725,0.254575,0.3106122322802143,9.5562,607950.0,71085623495.1145,116926.759593905
LUX,2019,0.278129,1.908422,0.106915,0.689797,0.130385,0.281283,0.4174716074327376,9.75,620001.0,69872035113.6469,112696.649059674
LUX,2020,0.37229,2.234264,0.091602,0.884686,0.161261,0.351135,0.4369617914445204,8.0691,630419.0,73670782100.3909,116860.02817236
LUX,2021,0.388532,2.210988,0.106812,0.883032,0.180187,0.314313,0.4476930675336094,8.4095,640064.0,86386759695.1653,134965.815442152
LUX,2022,0.378744,2.258096,0.064091,0.967233,0.276268,0.312221,0.4567228319787997,7.2744,653103.0,80801680397.0139,123719.658915996
LUX,2023,0.365609,2.531964,0.088616,1.154857,0.293959,0.495289,0.4911100631762537,6.8407,666430.0,87574021091.7525,131407.681364513
LUX,2024,0.491989188,2.922878686,0.108420314,1.444754043,0.479410364,0.47335449,0.5313851595823639,7.0398,677717.0,93197329011.7078,137516.587324367
LVA,2010,0.066,6.627,3.52,0.115,0.0,0.049,0.5485136562547156,8.5545,2097555.0,23468324572.3343,11188.4191700977
LVA,2011,0.12,6.094,2.887,0.1912,0.0002,0.071,0.505119789957335,7.8084,2059709.0,26575547900.8247,12902.574053337
LVA,2012,0.288,6.167,3.7,0.3962,0.0002,0.108,0.6642127452570132,7.5197,2034319.0,27116149948.6683,13329.3499931271
LVA,2013,0.502,6.209,2.912,0.6212,0.0002,0.119,0.569044934772105,7.3687,2012647.0,29152128167.8438,14484.4715282132
LVA,2014,0.669,5.141,1.994,0.7702,0.0002,0.101,0.5376774946508461,7.1722,1993782.0,30277203767.4058,15185.814581236
LVA,2015,0.769,5.533,1.868,0.9162,0.0002,0.147,0.5031989878908368,7.2624,1977527.0,26344565876.8902,13321.9753140616
LVA,2016,0.823,6.425,2.529,0.953382,0.000382,0.13,0.5420049805447471,7.2107,1959537.0,27117105059.5075,13838.5266823272
LVA,2017,0.93064,7.531189,4.38062,1.08108,0.00044,0.15,0.7252108531601053,7.2153,1942248.0,29391059767.4259,15132.4958333982
LVA,2018,0.943715,6.724875,2.431569,1.067026,0.001273,0.122038,0.520246844736891,7.8432,1927174.0,33247935477.3576,17252.1710428626
LVA,2019,0.92742,6.438385,2.107554,1.084556,0.003137,0.153999,0.4957935879882921,7.6335,1913822.0,33099503950.847,17294.9751600969
LVA,2020,0.864798,5.724846,2.603042,1.046487,0.004847,0.176842,0.6374894625986445,6.9993,1900449.0,33379927434.6149,17564.2321549354
